name	status	basis
build/storage-layout-stage2-softdog-probe-v1-generation207-20260827-r1/repack/stable-recovery-a.avb.img	revoked	consumed successful Generation 207 softdog proof; exact armed stage then automatic slot-A fastboot in 23.6 seconds, TARGET_ACCEPTED, no UFS or storage access; never retry or flash
build/storage-layout-stage2-softdog-clone-v1-generation208-20260827-r1/repack/stable-recovery-a.avb.img	revoked	consumed Generation 208 prewrite source-verifier timeout; runtime passed in 6.95 seconds, only source VERIFY emitted, exact fastboot and cleanup passed, p24 write window never opened; never retry or flash
build/storage-layout-stage2-softdog-clone-v2-generation209-20260827-r1/repack/stable-recovery-a.avb.img	revoked	consumed Generation 209 partial p24 clone; source admission and softdog passed, e2image hit 420-second bound, exact fastboot and cleanup passed, p24 disposition unknown; never retry or flash
build/storage-layout-stage2-native-postmortem-v2-generation210-20260827-r1/repack/stable-recovery-a.avb.img	revoked	consumed Generation 210 read-only p24 postmortem; ext4 magic present but dumpe2fs failed, proving partial/corrupt clone; exact fastboot and FALLBACK_RETURNED passed; never retry or flash
build/storage-layout-stage2-softdog-direct-clone-v1-generation211-20260827-r1/repack/stable-recovery-a.avb.img	revoked	consumed Generation 211 direct p24 clone timeout; source admission and softdog passed, no post-arm stage before 840-second fallback, p24 partial/unknown; never retry or flash
build/storage-layout-stage2-direct-chunk1-v1-generation212-20260827-r1/repack/stable-recovery-a.avb.img	revoked	consumed Generation 212 chunk timeout; extents 1-17 passed, extent 18 began without PASS before the 840-second softdog fallback; p24 remains partial; never retry or flash
build/storage-layout-stage2-direct-extent18-v1-generation213-20260827-r1/repack/stable-recovery-a.avb.img	revoked	consumed successful Generation 213 extent-18 overwrite; exact PASS, sync, relock, softdog disarm, TARGET_ACCEPTED and slot-A fastboot in 174.265 seconds; never retry or flash
build/storage-layout-stage2-direct-extent19-v1-generation214-20260827-r1/repack/stable-recovery-a.avb.img	revoked	consumed successful Generation 214 extent-19 overwrite; exact PASS, sync, relock, softdog disarm, TARGET_ACCEPTED and slot-A fastboot in 415.724 seconds; never retry or flash
build/storage-layout-stage2-direct-extent20-seg1-v1-generation215-20260827-r1/repack/stable-recovery-a.avb.img	revoked	consumed successful Generation 215 extent-20 segment-1 overwrite; exact PASS, sync, relock, softdog disarm, TARGET_ACCEPTED and slot-A fastboot in 480.461 seconds; never retry or flash
build/storage-layout-stage2-direct-extent20-seg2-v1-generation216-20260827-r1/repack/stable-recovery-a.avb.img	revoked	consumed Generation 216 extent-20 segment-2 stall; BEGIN emitted without PASS, NCM failed, exact gadget remained enumerated, softdog and fallback proof failed; p24 subrange partial/unknown; never retry or flash
build/storage-layout-stage2-direct-extent20-seg2a-v1-generation217-20260827-r1/repack/stable-recovery-a.avb.img	revoked	consumed successful Generation 217 extent-20 segment-2A overwrite; exact PASS, sync, relock, softdog disarm, TARGET_ACCEPTED and slot-A fastboot in 296.065 seconds; never retry or flash
build/storage-layout-stage2-direct-extent20-seg2b-v1-generation218-20260827-r1/repack/stable-recovery-a.avb.img	revoked	consumed successful Generation 218 extent-20 segment-2B overwrite; exact PASS, sync, relock, softdog disarm, TARGET_ACCEPTED and slot-A fastboot in 294.734 seconds; never retry or flash
build/storage-layout-stage2-direct-extent20-seg3a-v1-generation219-20260827-r1/repack/stable-recovery-a.avb.img	revoked	consumed Generation 219 extent-20 segment-3A hard stall; BEGIN without PASS, NCM unreachable with configured gadget and TX watchdogs, softdog/emergency/fallback failed, p24 partial/unknown; never retry or flash
build/storage-layout-stage2-native-progress-v1-generation220-20260827-r1/repack/stable-recovery-a.avb.img	revoked	consumed successful Generation 220 read-only segment-3A progress cycle; exact source SHA, 16384-block p24 prefix, zero mismatch at 1480465, empty pstore inconclusive, TARGET_ACCEPTED and slot-A fastboot in 439.436 seconds; never retry or flash
build/storage-layout-stage2-native-verify-v1-generation221-20260827-r1/repack/stable-recovery-a.avb.img	revoked	consumed Generation 221 read-only grown-p24 verifier; geometry, UUID, label and clean state passed, generic target-tree failure returned exact slot-A fastboot; never retry or flash
build/storage-layout-stage2-native-tree-detail-v1-generation222-20260827-r1/repack/stable-recovery-a.avb.img	revoked	consumed Generation 222 read-only per-item classifier; only sshd and ssh-keygen content hashes differed, metadata and all other boot-critical files passed, TARGET_ACCEPTED and exact slot-A fastboot returned; never retry or flash
build/storage-layout-stage2-native-ssh-repair-v1-generation223-20260827-r1/repack/stable-recovery-a.avb.img	revoked	consumed Generation 223 exact-two-file repair; old hashes, write and in-mount new hashes passed, then post-unmount filesystem-clean assertion failed before terminal success; exact slot-A fallback returned, final state requires read-only proof; never retry or flash
build/storage-layout-stage2-native-postrepair-verify-v1-generation224-20260827-r1/repack/stable-recovery-a.avb.img	revoked	consumed Generation 224 read-only postrepair verifier; exact ext4 geometry but clean-with-errors state, tree skipped, exact slot-A fallback returned; never retry or flash
build/storage-layout-stage2-native-fsck-v1-generation225-20260828-r1/repack/stable-recovery-a.avb.img	revoked	consumed successful Generation 225 p24-only e2fsck-preen repair; status 1, clean ext4, full repaired tree, relock, TARGET_ACCEPTED and exact slot-A fastboot in 151.211 seconds; never retry or flash
build/persistent-native-root-v1-generation226-20260828-r1/repack/stable-recovery-a.avb.img	allow	one exact Generation 226 RAM-only direct-p24 boot to tmpfs OverlayFS, systemd, strict key-only SSH, charging/UFS evidence and restart2 slot-A fastboot fallback; no phone storage write, never flash or retry after COMMIT
build/persistent-root-storage-read-v4-generation25-20260812-r1/repack/stable-recovery-a.avb.img	revoked	consumed by the sole Generation 25 RAM-only cycle; exact Alpine fallback returned; never retry or flash
build/persistent-root-storage-read-v5-generation26-20260812-r1/repack/stable-recovery-a.avb.img	revoked	consumed by the sole Generation 26 RAM-only cycle; no target USB appeared and exact Alpine returned after 25.333 seconds; never retry or flash
build/persistent-root-usb-control-v6-generation27-20260812-r1/repack/stable-recovery-a.avb.img	revoked	consumed by the sole Generation 27 RAM-only cycle; stable target NCM passed before exact Alpine fallback; never retry or flash
build/persistent-root-dtb-control-v7-generation28-20260812-r1/repack/stable-recovery-a.avb.img	revoked	consumed by the sole Generation 28 RAM-only cycle; stable target NCM passed before exact Alpine fallback; never retry or flash
build/persistent-root-image-control-v8-generation29-20260812-r1/repack/stable-recovery-a.avb.img	revoked	consumed by the sole Generation 29 RAM-only cycle; stable target NCM passed before exact Alpine fallback; never retry or flash
build/persistent-root-accepted-image-v9-generation30-20260812-r1/repack/stable-recovery-a.avb.img	revoked	consumed by the sole Generation 30 RAM-only cycle; no target USB appeared before exact Alpine fallback; never retry or flash
build/persistent-root-deferred-ufs-v10-generation31-20260812-r1/repack/stable-recovery-a.avb.img	revoked	consumed by the sole Generation 31 RAM-only cycle; no target USB appeared before exact Alpine fallback; never retry or flash
build/persistent-root-deferred-qmp-ufs-v11-generation32-20260812-r1/repack/stable-recovery-a.avb.img	revoked	consumed by the sole Generation 32 RAM-only cycle; stable target NCM appeared before the module chain and exact Alpine fallback; never retry or flash
build/persistent-root-qmp-ufs-phy-control-v12-generation33-20260812-r1/repack/stable-recovery-a.avb.img	revoked	consumed by the sole Generation 33 RAM-only cycle; target NCM disappeared during the PHY-only control window; never retry or flash
build/persistent-root-qmp-module-load-control-v13-generation34-20260812-r1/repack/stable-recovery-a.avb.img	revoked	consumed by the sole Generation 34 RAM-only cycle; QMP-UFS module registration passed the exact NCM window and Alpine returned; never retry or flash
build/persistent-root-qmp-regulator-stage-v14-generation35-20260812-r1/repack/stable-recovery-a.avb.img	revoked	consumed by the sole Generation 35 RAM-only cycle; clock/regulator probe stage passed the exact NCM window and Alpine returned; never retry or flash
build/persistent-root-qmp-mmio-stage-v15-generation36-20260812-r1/repack/stable-recovery-a.avb.img	revoked	consumed by the sole Generation 36 RAM-only cycle; DT/MMIO probe stage passed the exact NCM window and Alpine returned; never retry or flash
build/persistent-root-qmp-clock-provider-stage-v16-generation37-20260812-r1/repack/stable-recovery-a.avb.img	revoked	consumed by the sole Generation 37 RAM-only cycle; target NCM disappeared inside qmp_ufs_register_clocks and exact Alpine returned; never retry or flash
build/persistent-root-qmp-fixed-clocks-stage-v17-generation38-20260812-r1/repack/stable-recovery-a.avb.img	revoked	consumed by the sole Generation 38 RAM-only cycle; target NCM disappeared during allocation or one of three fixed-rate clock registrations and exact Alpine returned; no phone-storage access; never retry or flash
build/persistent-root-qmp-first-fixed-clock-stage-v18-generation39-20260813-r1/repack/stable-recovery-a.avb.img	revoked	consumed by the sole Generation 39 RAM-only cycle; target NCM disappeared during allocation or first fixed-rate clock registration and exact Alpine returned; no phone-storage access; never retry or flash
build/persistent-root-qmp-allocation-stage-v19-generation40-20260813-r1/repack/stable-recovery-a.avb.img	revoked	consumed by the sole Generation 40 RAM-only cycle; clock-data allocation completed, stable target NCM passed, and exact Alpine returned; no phone-storage access; never retry or flash
build/persistent-root-qmp-first-clock-name-stage-v20-generation41-20260813-r1/repack/stable-recovery-a.avb.img	revoked	consumed by the sole Generation 41 RAM-only cycle; first-symbol-clock name construction and stable NCM passed before exact Alpine fallback; no phone-storage access; never retry or flash
build/persistent-root-qmp-first-clock-runtime-pm-stage-v21-generation42-20260813-r1/repack/stable-recovery-a.avb.img	revoked	consumed by the sole Generation 42 RAM-only cycle; first fixed-rate clock registration and stable NCM passed before exact Alpine fallback; no phone-storage access; never retry or flash
build/persistent-root-qmp-second-clock-runtime-pm-stage-v22-generation43-20260813-r1/repack/stable-recovery-a.avb.img	revoked	consumed by the sole Generation 43 RAM-only cycle; stable target NCM and exact Alpine fallback passed, but stale initramfs release identity stopped before QMP-UFS module load; no phone-storage access; never retry or flash
build/persistent-root-qmp-third-clock-runtime-pm-stage-v23-generation44-20260813-r1/repack/stable-recovery-a.avb.img	revoked	consumed by the sole Generation 44 RAM-only cycle; exact target proof crossed all three fixed-rate clocks, stable NCM and exact Alpine fallback passed, and no phone-storage access occurred; never retry or flash
build/persistent-root-qmp-clock-provider-cleanup-stage-v24-generation45-20260813-r1/repack/stable-recovery-a.avb.img	revoked	consumed by the sole Generation 45 RAM-only cycle; recovery bundle fetch failed before transfer or mainline execution, exact Alpine fallback returned, and no phone-storage access occurred; never retry or flash
build/persistent-root-qmp-clock-provider-cleanup-stage-v25-generation46-20260813-r1/repack/stable-recovery-a.avb.img	revoked	consumed by the sole Generation 46 RAM-only cycle; OF clock-provider publication and paired cleanup completed, stable target NCM passed, exact Alpine fallback returned, and no phone-storage access occurred; never retry or flash
build/persistent-root-qmp-ufs-phy-creation-stage-v26-generation47-20260813-r1/repack/stable-recovery-a.avb.img	revoked	consumed by the sole Generation 47 RAM-only cycle; PHY creation completed, stable target NCM passed, exact Alpine fallback returned, and no phone-storage access occurred; never retry or flash
build/persistent-root-qmp-ufs-phy-provider-stage-v27-generation48-20260813-r1/repack/stable-recovery-a.avb.img	revoked	consumed by the sole Generation 48 RAM-only cycle; QMP-UFS OF PHY-provider registration completed, stable target NCM passed, exact Alpine fallback returned, and no phone-storage access occurred; never retry or flash
build/persistent-root-ufs-readonly-enumeration-v28-generation49-20260813-r1/repack/stable-recovery-a.avb.img	revoked	consumed by the sole Generation 49 RAM-only cycle; exact 116-node read-only UFS enumeration, stable NCM, and exact Alpine fallback passed with zero mounts and writes; never retry or flash
build/persistent-root-ufs-local-root-v29-generation50-20260813-r1/repack/stable-recovery-a.avb.img	revoked	consumed by the sole Generation 50 RAM-only cycle; target NCM remained stable for approximately 599 seconds, key-only SSH never appeared, the bounded target watchdog reset, and exact Alpine fallback returned; no persistent phone writes; never retry or flash
build/persistent-root-ufs-local-root-stage-v30-generation51-20260813-r1/repack/stable-recovery-a.avb.img	revoked	consumed by the sole Generation 51 RAM-only cycle; exact read-only UFS, 116-node storage lock, dynamic userdata resolution, and ro,noload mount passed; complete 181242-entry root verification exceeded the 600-second rollback window while NCM remained stable; exact Alpine fallback returned; no persistent phone writes; never retry or flash
build/persistent-root-ufs-fast-admission-v31-generation52-20260813-r1/repack/stable-recovery-a.avb.img	revoked	consumed by the sole Generation 52 RAM-only cycle; read-only UFS, exact userdata, bounded root admission, and switch-root entry passed, key-only SSH did not appear, and exact Alpine fallback returned; never retry or flash
build/persistent-root-local-image-v32-generation53-20260813-r1/repack/stable-recovery-a.avb.img	revoked	consumed by the sole Generation 53 RAM-only cycle; local-image Arch reached strict key-only SSH at target uptime 298.62 seconds with both ext4 layers ro,noload, tmpfs OverlayFS, clean UFS checks, normal systemd reboot, and exact Alpine fallback; host parser rejected only a stale root marker after success; never retry or flash
build/persistent-root-local-image-fast-attest-v33-generation54-20260814-r1/repack/stable-recovery-a.avb.img	revoked	consumed by the sole Generation 54 RAM-only cycle; read-only UFS, exact userdata and 16 GiB image, both ro,noload mounts, tmpfs OverlayFS, switch_root, systemd, NCM, and key-only SSH reached; post-handoff attestation failed because retained musl BusyBox was executed without its retained loader; exact Alpine fallback and host cleanup passed; never retry or flash
build/persistent-root-local-image-loader-v34-generation55-20260814-r1/repack/stable-recovery-a.avb.img	revoked	consumed by the sole Generation 55 RAM-only cycle; exact read-only UFS, userdata and 16 GiB image, both ro,noload mounts, tmpfs OverlayFS, switch_root, systemd, retained-loader attestation, NCM, and strict key-only SSH passed in 344.676 seconds; normal reboot, exact Alpine fallback, and host cleanup passed; never retry or flash
build/persistent-root-local-image-loader-v34-generation56-20260814-r1/repack/stable-recovery-a.avb.img	revoked	consumed by the sole Generation 56 RAM-only cycle; exact read-only UFS, userdata and 16 GiB image, both ro,noload mounts, tmpfs OverlayFS, switch_root, systemd, retained-loader attestation, NCM, and strict key-only SSH passed in 362.241 seconds; systemd timing isolated ldconfig and vconsole delays; normal reboot, exact Alpine fallback, and host cleanup passed; never retry or flash
build/persistent-root-local-image-volatile-v35-generation57-20260814-r1/repack/stable-recovery-a.avb.img	revoked	consumed by the sole Generation 57 RAM-only cycle; exact read-only UFS, userdata and 16 GiB image, both ro,noload mounts, tmpfs OverlayFS, volatile systemd markers, retained-loader attestation, and strict key-only SSH passed in 305.928 seconds; normal reboot, exact Alpine fallback, and host cleanup passed; never retry or flash
build/persistent-root-local-image-ed25519-v36-generation58-20260814-r1/repack/stable-recovery-a.avb.img	revoked	consumed by the sole Generation 58 RAM-only cycle; exact read-only UFS, userdata and 16 GiB image, both ro,noload mounts, tmpfs OverlayFS, Ed25519-only volatile host-key generation, retained-loader attestation, and strict key-only SSH passed in 333.446 seconds; normal reboot, exact Alpine fallback, and host cleanup passed; never retry or flash
build/persistent-root-local-image-write-v37-generation59-20260814-r1/repack/stable-recovery-a.avb.img	revoked	consumed by the sole Generation 59 RAM-only cycle; UFS, exact userdata, and the read-only image passed, but the bounded write path failed before the image filesystem was mounted read-write; no probe ancestry was created; exact Alpine fallback and host cleanup passed; never retry or flash
build/persistent-root-local-image-write-diag-v38-generation60-20260814-r1/repack/stable-recovery-a.avb.img	revoked	consumed by the sole Generation 60 RAM-only cycle; exact UFS, userdata, and read-only image resolution passed, then image-write-window failed before outer userdata RW; the image remained clean with mount count one and no marker ancestry; exact PS_HOLD Alpine fallback and host cleanup passed; never retry or flash
build/persistent-root-local-image-write-window-v39-generation61-20260814-r1/repack/stable-recovery-a.avb.img	revoked	consumed by the sole Generation 61 RAM-only cycle; UFS, exact userdata and image resolution, userdata unmount, read-only precheck, and both partition and parent-disk BLKROSET calls passed, then effective blockdev read-only-state verification failed before sysfs/count verification, any RW mount, loop attachment, marker, or persistent write; the image remained clean with mount count one and no marker ancestry; exact Alpine fallback and host cleanup passed; never retry or flash
build/persistent-root-local-image-write-roclass-v40-generation62-20260814-r1/repack/stable-recovery-a.avb.img	revoked	consumed by the sole Generation 62 RAM-only cycle; both BLKROSET calls returned success but the selected parent remained effectively read-only, so no RW mount, loop, marker, or persistent write occurred; exact Alpine fallback and clean marker-free image postcheck passed; never retry or flash
build/persistent-root-local-image-write-contained-v41-generation63-20260814-r1/repack/stable-recovery-a.avb.img	revoked	consumed by the sole Generation 63 RAM-only cycle; UFS, exact userdata, the contained partition-and-parent write window, outer userdata RW mount, and writable loop attachment passed, then the inner ext4 mount failed because the sealed initramfs never created /mnt/probe-root; no inner ext4 or UFS data write occurred; exact Alpine fallback and clean marker-free image postcheck passed; never retry or flash
build/persistent-root-local-image-write-mountpoint-v42-generation64-20260814-r1/repack/stable-recovery-a.avb.img	revoked	consumed by the sole Generation 64 RAM-only cycle; the bounded write window, outer and inner ext4 RW mounts, exact marker write, relock, read-only remount, image mount, and root verification passed, then the aggregate UFS-health gate deliberately rolled back; the image remained clean and the exact marker persisted; exact Alpine fallback passed; never retry or flash
build/persistent-root-local-image-post-write-v43-generation65-20260814-r1/repack/stable-recovery-a.avb.img	revoked	consumed by the sole Generation 65 RAM-only cycle; the accepted read-only kernel booted but the sealed initramfs omitted all four deferred UFS modules, so UFS discovery timed out at ufs-ready before any storage node, mount, image, or write path; exact Alpine fallback, PS_HOLD/HARD_RESET lineage, and host cleanup passed; never retry or flash
build/persistent-root-local-image-ufs-detail-v44-generation66-20260814-r1/repack/stable-recovery-a.avb.img	revoked	consumed by the sole Generation 66 RAM-only cycle; exact four-module UFS, read-only userdata and 16 GiB local image, persisted Generation 64 marker, tmpfs OverlayFS, systemd, NCM, and strict key-only SSH passed in 328.363 seconds; normal reboot, exact Alpine fallback, and host cleanup passed; never retry or flash
build/persistent-root-local-image-early-ssh-v45-generation67-20260814-r1/repack/stable-recovery-a.avb.img	revoked	consumed by the sole Generation 67 RAM-only cycle; exact UFS, two ro,noload ext4 layers, persisted marker, early strict key-only SSH, and storage attestation passed, but recovery ACM closed after the COMMIT claim before the post-claim response; host salvage proved early SSH active at about 94.147 seconds and full attestation at 130.057 seconds; normal reboot, exact Alpine fallback, and host restoration passed; never retry or flash
build/persistent-root-local-image-early-ssh-v45-generation68-20260814-r1/repack/stable-recovery-a.avb.img	revoked	consumed by the sole Generation 68 RAM-only cycle; corrected post-CLAIMED recovery departure, exact UFS, local image, tmpfs OverlayFS, P2 storage attestation, and early key-only sshd passed; the first cold authenticated SSH session exceeded the host 10-second connection deadline, while the same boot later passed exact strict SSH runtime and diagnostics; normal reboot, exact Alpine fallback, PS_HOLD lineage, and host restoration passed; never retry or flash
build/persistent-root-local-image-early-ssh-v45-generation69-20260814-r1/repack/stable-recovery-a.avb.img	revoked	consumed by the sole Generation 69 RAM-only cycle; exact UFS, local image, tmpfs OverlayFS, P2 storage attestation, and key-only sshd passed; the bounded rendezvous reached one status-zero SSH response within its deadline but rejected unretained extra startup output before the runtime command; the same boot later passed exact runtime at 378.07 seconds and diagnostics; normal reboot, exact Alpine fallback, PS_HOLD lineage, and host restoration passed; never retry or flash
build/persistent-root-local-image-early-ssh-v45-generation70-20260814-r1/repack/stable-recovery-a.avb.img	revoked	consumed by the sole Generation 70 RAM-only cycle; exact UFS, local image, tmpfs OverlayFS, P2 storage attestation, bounded authenticated SSH marker acceptance, strict key-only runtime, normal reboot, exact Alpine fallback, PS_HOLD lineage, and host restoration passed in 326.300 seconds; never retry or flash
build/persistent-root-power-usb-v1-generation77-20260821-r1/repack/stable-recovery-a.avb.img	revoked	consumed by the sole Generation 77 RAM-only cycle; recovery and exact bundle transfer passed, target NCM enumerated for 2.77 seconds, then an immediate target fail-closed rollback returned exact stock slot A before UFS or SSH evidence; packaged pdr_interface retained the V18-proven rejected BTF section; resolved FALLBACK_RETURNED; never retry or flash
build/persistent-root-power-usb-v2-generation78-20260821-r1/repack/stable-recovery-a.avb.img	revoked	consumed by the sole Generation 78 RAM-only cycle; no-BTF PDR payload advanced beyond Generation 77 and emitted exact target stage sequence 3, then the power/USB loader failed with legacy generic detail before UFS and forced the reviewed two-second rollback; exact stock slot-A fallback and cleanup passed; R3 component-level cause remains unresolved; never retry or flash
build/persistent-root-power-usb-v3-generation79-20260822-r1/repack/stable-recovery-a.avb.img	revoked	consumed by the sole Generation 79 RAM-only cycle; exact target failure detail proved that the power/USB loader rejected the kernel role-switch text host [device] before checking the equally bracketed source [sink] power role; exact stock slot-A fallback and cleanup passed; resolved FALLBACK_RETURNED; never retry or flash
build/persistent-root-power-usb-v4-generation80-20260822-r1/repack/stable-recovery-a.avb.img	revoked	consumed by the sole Generation 80 RAM-only cycle; bracketed Type-C roles passed, as did power/USB, deferred UFS, storage lock, and exact userdata resolution; target then failed at the generic userdata-mount boundary before local-image resolution; exact stock slot-A fallback and cleanup passed; resolved FALLBACK_RETURNED; never retry or flash
build/persistent-root-power-usb-v5-generation81-20260822-r1/repack/stable-recovery-a.avb.img	revoked	consumed by the sole Generation 81 RAM-only cycle; power/USB, deferred UFS, storage lock, and exact userdata resolution passed; target proved the ext4 mount syscall itself returned nonzero before every post-mount check; exact stock slot-A fallback and cleanup passed; resolved FALLBACK_RETURNED; never retry or flash
build/persistent-root-power-usb-v6-generation82-20260822-r1/repack/stable-recovery-a.avb.img	revoked	consumed by the sole Generation 82 RAM-only cycle; mount retained status 255 and EINVAL, while blkid exposed no recognized type and the type-gated classifier did not run dumpe2fs; exact stock slot-A fallback and cleanup passed; resolved FALLBACK_RETURNED; never retry or flash
build/persistent-root-power-usb-v7-generation83-20260822-r1/repack/stable-recovery-a.avb.img	revoked	consumed by the sole Generation 83 RAM-only cycle; direct magic remained unknown because BusyBox od compressed duplicate output lines to an asterisk without -v; mount retained status 255 and EINVAL; exact stock slot-A fallback and cleanup passed; resolved FALLBACK_RETURNED; never retry or flash
build/persistent-root-power-usb-v8-generation84-20260822-r1/repack/stable-recovery-a.avb.img	revoked	consumed by the sole Generation 84 RAM-only cycle; verbatim raw userdata magic remained neither ext4 nor F2FS, blkid exposed no type, and ext4 mount returned status 255 EINVAL; WW33 fstab independently proves F2FS behind dm-default-key metadata encryption; exact stock slot-A fallback and cleanup passed; resolved FALLBACK_RETURNED; never retry or flash
artifacts/recovery-stage-v18/boot-5.4.210-kexec-stage-builtin-recovery.avb.img	revoked	twice-live-accepted historical staging image; superseded as active authority by the corrected diagnostic lifecycle; never flash
